,text,name
Q1050102," is a Japanese actor best known for his role as Joe Gibken/Gokai Blue in the 2011 Super Sentai series Kaizoku Sentai Gokaiger. Yamada is affiliated with Watanabe Entertainment.

Career
On September 19",Yuki Yamada
Q1050107," is a Japanese actor best known for his role as Don ""Hakase"" Dogoier in the 2011 Super Sentai series Kaizoku Sentai Gokaiger. Shimizu is a member of the Naked Boyz acting troupe. He made his debut in ",Kazuki Shimizu
Q1050116," is a Japanese actor best known for his role as Captain Marvelous in the 2011 Super Sentai series Kaizoku Sentai Gokaiger. Ozawa is currently affiliated with Horipro.

Filmography

TV Drama
Kaizoku Se",Ryota Ozawa
Q1050164," is a Japanese actor.

Filmography
Little DJ - Shuhei Yuki (2007)
Boku tachi to chuzai san no 700 nichi senso - Inoue (2008)
Gokusen: The Movie - Mochizuki Junpei (2009)
Your Story - Toshio Katagiri (",Kento Kaku
Q1050362,"Patitta Attayatamavitaya (; ;  born August 26, 1986), nicknamed New, is a Thai actress and television personality. She starred in the film Pai In Love.

References

Category:1986 births
Category:Livin",Patitta Attayatamavitaya
Q1050647,"桑原瑞希（，），是日本女子偶像團體SKE48Team S的前成员，高知縣出身，隸屬於經紀公司BIG PAPA 旗下。

 來歷 
 2008年7月31日 - SKE48第1期生選拔合格（報名總數2,670人、最终合格22人）。
 2008年10月5日 - SKE48 1st Stage「PARTYが始まるよ」中共16名成為選拔成員，桑原為其中一員
 2009年3月 - 選拔成員16名组成了Team",桑原瑞希
Q1050655,"須田亞香里（，）是日本女子偶像團體SKE48 Team E的成员，爱知县出身，隸属於AKS事務所。

 經歷 
 2009年11月1日 - SKE48第3期生選拔合格。
 2010年2月27日 - 和同期的木下有希子一同昇格至Team S。
 2011年6月9日 - 22nd總選舉第36名。
 2012年6月6日 - 27th總選舉第29名。
 2013年4月13日 - 名古屋演唱會組閣移籍Tea",須田亞香里
Q1050679,"松本梨奈（），是日本女性偶像團體SKE48 Team KII的成員之一。愛知縣出身，隸屬於AKS事務所。

 經歷 
 2009年3月 - SKE48第2期生選拔合格（參加總數3,248名、三次審査通過者24名）。
 2009年4月 - 在『「神公演予定」～因諸多因素、也有可能無法成為神公演、望體諒』中、以Team KII的成員之身分首次登場。
 2014年2月20日 - 在Team KII公演中",松本梨奈
Q1050688,"大矢真那（）是日本女子偶像团体SKE48 Team S的成员，爱知县出身，隶属于AKS事务所。

 經歷 
 2008年7月31日 - SKE48第1期生選拔合格（報名總數2,670人、最終合格22人）。
 2008年10月5日 - SKE48 1st Stage「PARTYが始まるよ」中共16名成為選拔成員，大矢真那為其中一員。
 2009年3月 - 選拔成員16名组成了Team S，正式成為T",大矢真那
Q1050718,"平松可奈子（ひらまつ かなこ、1991年11月14日 - ），是前日本女子偶像團體「SKE48」Team S的成员，爱知县東海市出身，隸属於ピタゴラス·プロモーション事務所。

 來歷 
 2008年7月31日 - SKE48第1期生選拔合格（報名總數2,670人、最终合格22人）。
 最剛開始進入SKE48 Team S時，是以研究生的身分進入的。
 2009年11月19日 - 隨著前成員鈴木き",平松可奈子
Q1050727,"木下有希子（きのした ゆきこ、1993年12月20日 - ），是日本女子偶像團體SKE48 Team KII的成员，爱知县出身，隸属於AKS事務所。

 來歷 
 2009年7月31日 - SKE48第3期生選拔合格。
 2010年2月27日 - 和同期的須田亞香里一同昇格至Team S。

 人物 
 公演時的口號為「Say!Yeah!(Yeah!)Say!ゆっこ!(ゆっこ!)今天也給你帶來情緒",木下有希子
Q1050738,"向田茉夏（），為日本女性偶像團體SKE48Team S的前成員之一。愛知縣出身。曾隸屬於AKS事務所。

 經歷 
 2009年3月，SKE48第2期生選拔合格。
 2009年4月，在『「神公演予定」～因諸多因素、也有可能無法成為神公演、望體諒』中，代表首次披露的Team KII的成員們第一次出場。
 2009年12月25日，成為了應援Keroro軍曹電影版《誕生！究極Keroro奇蹟的時空之島！",向田茉夏
Q1050749,"石田安奈（），是日本女性偶像團體「SKE48」Team KII的成員之一。愛知縣出身，曾經隸屬於巣山プロダクション、ピタゴラス・プロモーション事務所，目前則隸屬於AKS事務所。

 來歷 
 2009年3月 - SKE48第2期生選拔合格（參加總數3,248名、三次審査通過者24名）。
 2009年4月 - 在『「神公演予定」～因諸多因素、也有可能無法成為神公演、望體諒』中、以Team KII的成",石田安奈
Q1050759,"鈴木紫帆里（，）是日本女子藝人團體AKB48 Team K成員，日本神奈川縣出身，所属事务所是AKS。

 演艺经历 
2008年
 12月，在AKB48第7期研究生选拔中合格。
2009年
 2月19日，「TeamB 4th Stage「偶像的黎明」」公演中以曲目《单恋对角线》的伴舞初次亮相。
 8月23日，在日本武道馆举行的组阁演唱会中从研究生升格为Team B正式成员。
 8月29日，研究生",鈴木紫帆里
Q1050806," is a member of Team BII within the Japanese idol group NMB48. She is also known for her ""Fresh Lemon"" character, often spotted donning clothing with lemon motifs or spouting her signature catch-phras",Miori Ichikawa
Q10513303,"Miloš Stojanović (Serbian Cyrillic: Mилoш Cтojaнoвић; born 25 December 1984) is a Serbian footballer who plays as a striker for Gyeongnam FC.

Club career
After having played in clubs such as FK Jezav",Miloš Stojanović
Q10514,"Fernando Alonso Díaz (born 29 July 1981) is a Spanish Formula One racing driver and a two-time World Champion who will be racing for McLaren-Honda in 2015.

Alonso started in karting from the age of 3",Fernando Alonso
Q1051455," 
Kiko Mizuhara (Japanese: 水原 希子 Mizuhara Kiko born Audrie Kiko Daniel, October 15, 1990) is a model, actress, singer and designer of American/Korean descent, active in Japan. She is under Asia Cross ",Kiko Mizuhara
Q1051531,"Dougie Lee Poynter (born 30 November 1987) is an English singer, musician, songwriter and the bassist and youngest member of pop rock band McFly. He also won the eleventh series of I'm a Celebrity Get",Dougie Poynter
Q1051540,"Thomas Michael ""Tom"" Fletcher (born 17 July 1985) is an English singer-songwriter, guitarist, children's author and YouTube vlogger. Among his accomplishments he is one of the lead vocalists and guita",Tom Fletcher
Q1051550,"Daniel Alan David ""Danny"" JonesBirths, Marriages & Deaths Index of England & Wales, 1984–2005 (born 12 March 1986) is an English musician who is one of the lead vocalists and guitarists for pop-rock b",Danny Jones
Q1051589,"木崎由里亞（，）是日本女子偶像團體AKB48 Team 4的副隊長，過去是SKE48 Team S的成员，之後於「AKB48集團大組閣祭」中移籍至AKB48 Team 4，爱知县出身，隸屬於AKS。

 經歷 
 2009年
 11月1日，於「SKE48第三期研究生試鏡會」中合格。

 2010年
 6月23日，從研究生昇格至Team S。
 7月7日，於當日發售的SKE48第三張單曲《抱歉，SU",木崎由里亞
Q10516040,"Alfonso Clark ""Trey"" Burke III (born November 12, 1992) is an American basketball player currently with the Utah Jazz of the National Basketball Association (NBA).  He was drafted by the Minnesota Tim",Trey Burke
Q1051610,"小木曾 汐莉（），是日本女性偶像團體「SKE48」Team KII的前成員之一。愛知縣出身，隸屬於ピタゴラス·プロモーション事務所。曾經以三河美少女圖鑑的身分在進行活動。

 來歷 
 2009年7月31日 - SKE48第3期生選拔合格（參加總數2,396名、合格者13名）。
 2010年2月25日 - 由研究生升格至Team KII，成為了正式成員（SKE史上最快記録）『総選挙公式ガイドブック",小木曾汐莉
Q1051891," (born October 17, 1992 in Izumi, Kagoshima) is a Japanese gravure idol, actress and singer who won ""Miss Magazine 2008"".

 Filmography 
 Drama 
 Akai Ito (2008) as Sara Nakagawa
 Tokyo Girls (2008)
 ",Nanami Sakuraba
Q1051905," is a Japanese gravure idol. She is from Tokyo, and belongs to the show-business production Suns Entertainment. She belonged to Yellow Cab before 2004. She portrayed the hostess who became a nun named",Emi Kobayashi
Q1052326,",Nico Video - Kokoro cast also known as ,Junya Ikeda's profile on J-Rock Management is a Japanese actor and voice actor who is best known for his performance role as Gai Ikari/Gokai Silver in the 2011",Junya Ikeda
Q1052494," is a member of the Japanese idol girl group NMB48, where she serves as the captain of Team N.

 Career 
Yamamoto participated for the first auditions for NMB48, and was selected along with 15 other g",Sayaka Yamamoto
Q1053135,"Xie He (Traditional: 謝赫; Simplified: 谢赫; Pinyin: Xìe Hè; born May 14, 1984) is a Chinese professional Go player.

Xie He was born in Qingdao, China. He started learning Go at the age of 6. He turned p",Xie He (Go player)
Q1053289,"Richard Brandon Wood (born March 2, 1985) is an American Major League Baseball professional baseball infielder who is a free agent. He bats and throws right-handed and was born in Austin, Texas.

Pro ",Brandon Wood
Q1053531,"Harry Mark Christopher Judd (born 23 December 1985) is an English musician who is best known as the drummer for British pop rock band McFly, along with fellow band members Tom Fletcher, Dougie Poynter",Harry Judd
Q10536155,"Lizette Salas (born July 17, 1989) is an American professional golfer currently playing on the LPGA Tour.

Early life and education
Born and raised in Azusa, California, Salas graduated from Azusa Hig",Lizette Salas
Q1054342,"Xu Deshuai (born ) is a Chinese-born and Hong Kong professional footballer, who is currently playing for Kitchee in Hong Kong. He was born in Dalian but represents Hong Kong in international competiti",Xu Deshuai
Q1054384,"   
 is a Japanese voice actor.

Cast
 Ginga e Kickoff!! (2012), Yuto Ukishima
 Mushishi (2005), Seishiro (ep 19)
 Katekyo Hitman Reborn! (2006), Takeshi Yamamoto
 Saint October (2007), Misaki's boyfr",Suguru Inoue
Q1054408," is a female Japanese singer-songwriter originally from Hyogo, Japan and now residing in Osaka. She is known for performing theme songs for OVAs of Utawarerumono and To Heart 2. She will be singing th",Rena Uehara
Q1054522,"Alessandro Tuia (born 8 June 1990) is an Italian footballer who plays as a central defender for Salernitana.

Club career
Tuia is a product of the Lazio youth academy and former captain of the Primave",Alessandro Tuia
Q1054608," is a Japanese pop singer and idol.  Her career began in 2002 when she successfully auditioned for the Hello! Project Kids with 15 other girls, and was selected as one of the eight members of Berryz K",Momoko Tsugunaga
Q105466,"Bonnie Francesca Wright Births, Marriages & Deaths Index of England & Wales, 1916–2005.; at ancestry.com (born 17 February 1991) is an English actress, model, screenwriter, director and producer. She ",Bonnie Wright
Q1054688," is a Japanese actress, gravure idol, and tarento from Tokyo. Her most notable appearances are in two Kamen Rider Series, namely Kamen Rider Agito and Kamen Rider Den-O. She also has a cameo appearanc",Rina Akiyama
Q1054707,"Abdulkader Dakka () (born 10 January 1985 in Latakia, Syria) is a Syrian footballer. He currently plays for Al-Shorta, which competes in the Syrian Premier League the top division in Syria. He plays a",Abdulkader Dakka
Q1054899,"Sun Xiaolei (born 1986-01-12 in Zhejiang) is a Chinese swimmer, who will compete for Team China at the 2008 Summer Olympics.

Major achievements
2007 National Championships - 1st 50m back

References
",Sun Xiaolei
Q1054930,"Cai Li (born 1987-08-14 in Zhejiang) is a Chinese swimmer, who will competed for Team China at the 2008 Summer Olympics.

Major achievements
2005 National Games - 1st 50 m free;
2005 East Asian Games ",Cai Li
Q1055173,"相馬 圭祐（，），日本男性演員。身高180公分，血型O型，隸屬於HIRATA OFFICE。出身自日本神奈川縣。

2009年6月，在超級戰隊系列第33部作品侍戰隊真劍者，被提拔主演「梅盛源太／真劍金」角色。

演出經歷
電視
Ghost Friends 第7話（2009年、NHK） - 飾演 敦
侍戰隊真劍者（2009年6月－、朝日電視台） - 飾演 梅盛源太／真劍金
假面騎士DECADE（20",相馬圭祐
Q105552,"thumb
Birgit Michels (born 28 September 1984 as Birgit Overzier) is a German badminton player. She competed for Germany at the 2012 Summer Olympics.London 2012

References

Category:German badminton p",Birgit Michels
Q105558,"馬克·佛斯特（；1984年einige Quellen nennen auch 1982 oder 1983, im Frühjahr 2012 wird jedoch meist vom 28-jährigen Mark Forster gesprochen1月11日－），德國歌手、詞曲創作者。

 生涯 
馬克·佛斯特在萊因蘭法爾茲州普法爾茨地區（）出生成長，後作為鋼琴家、歌手及詞曲創作者移往",馬克·佛斯特
